word,pos
century,NN
Byzantine,NNP
emperor,NN
as,IN
saying,VBG
some,DT
teachings,NNS
of,IN
the,DT
Prophet,NNP
Muhammed,NNP
brought,VBD
evil,NN
to,TO
the,DT
world,NN
.,.
Pakistani,JJ
forces,NNS
have,VBP
targeted,VBN
militants,NNS
in,IN
the,DT
northwest,NN
for,IN
a,DT
third,JJ
day,NN
",",","
launching,VBG
airstrikes,NNS
that,IN
they,PRP
say,VBP
killed,VBN
at,IN
least,JJS
nine,CD
suspected,JJ
insurgents,NNS
.,.
Helicopter,NN
gunships,NNS
Saturday,NNP
pounded,VBD
militant,JJ
hideouts,NNS
in,IN
the,DT
Orakzai,NNP
tribal,JJ
region,NN
",",","
where,WRB
many,JJ
Taliban,NNP
militants,NNS
are,VBP
believed,VBN
to,TO
have,VB
fled,VBN
to,TO
avoid,VB
an,DT
earlier,JJR
military,JJ
offensive,NN
in,IN
nearby,JJ
South,NNP
Waziristan,NNP
.,.
The,DT
Pakistani,JJ
military,NN
launched,VBD
its,PRP$
offensive,NN
in,IN
Orakzai,NNP
to,TO
hunt,VB
Taliban,NNP
insurgents,NNS
.,.
So,RB
far,RB
",",","
nearly,RB
100,CD
militants,NNS
have,VBP
been,VBN
reported,VBN
killed,VBN
in,IN
the,DT
region,NN
since,IN
Thursday,NNP
.,.
On,IN
Friday,NNP
",",","
five,CD
soldiers,NNS
were,VBD
killed,VBN
when,WRB
dozens,NNS
of,IN
militants,NNS
stormed,VBD
a,DT
military,JJ
checkpoint,NN
in,IN
Orakzai,NNP
.,.
At,IN
least,JJS
32,CD
suspected,JJ
militants,NNS
were,VBD
killed,VBN
when,WRB
troops,NNS
launched,VBD
a,DT
counter-attack,NN
.,.
Elsewhere,RB
in,IN
the,DT
northwest,JJS
",",","
authorities,NNS
on,IN
Saturday,NNP
found,VBD
the,DT
bodies,NNS
of,IN
six,CD
people,NNS
who,WP
had,VBD
been,VBN
shot,VBN
dead,RB
in,IN
the,DT
Kurram,NNP
region,NN
along,IN
the,DT
Afghan,JJ
border,NN
.,.
The,DT
six,CD
were,VBD
kidnapped,VBN
a,DT
few,JJ
days,NNS
ago,RB
.,.
The,DT
U.S.,NNP
military,NN
in,IN
Afghanistan,NNP
says,VBZ
coalition,NN
forces,NNS
killed,VBD
14,CD
Taleban,NNP
militants,NNS
in,IN
separate,JJ
clashes,NNS
this,DT
week,NN
.,.
The,DT
military,NN
said,VBD
Saturday,NNP
13,CD
guerrillas,NNS
were,VBD
killed,VBN
in,IN
two,CD
encounters,NNS
in,IN
the,DT
central,JJ
province,NN
of,IN
Uruzgan,NNP
.,.
One,CD
Afghan,JJ
soldier,NN
was,VBD
killed,VBN
and,CC
four,CD
others,NNS
",",","
including,VBG
a,DT
U.S.,NNP
soldier,NN
",",","
were,VBD
injured,VBN
in,IN
the,DT
fighting,NN
.,.
Another,DT
militant,NN
was,VBD
killed,VBN
by,IN
U.S.,NNP
troops,NNS
in,IN
eastern,JJ
Paktika,NNP
province,NN
.,.
Separately,RB
",",","
officials,NNS
say,VBP
four,CD
British,JJ
soldiers,NNS
from,IN
the,DT
NATO-led,JJ
peacekeeping,NN
mission,NN
were,VBD
wounded,VBN
early,JJ
Saturday,NNP
in,IN
an,DT
attack,NN
in,IN
the,DT
northern,JJ
city,NN
of,IN
Mazar-e-Sharif,NNP
.,.
It,PRP
was,VBD
not,RB
immediately,RB
clear,JJ
what,WP
motivated,VBN
the,DT
attack,NN
.,.
Taleban,NNP
rebels,NNS
are,VBP
not,RB
known,VBN
to,TO
operate,VB
in,IN
northern,JJ
Afghanistan,NNP
and,CC
the,DT
area,NN
has,VBZ
been,VBN
spared,VBN
much,RB
of,IN
the,DT
bloodshed,NN
that,DT
has,VBZ
plagued,VBN
southern,JJ
and,CC
eastern,JJ
regions,NNS
.,.
Russian,JJ
officials,NNS
say,VBP
at,IN
least,JJS
five,CD
more,JJR
people,NNS
have,VBP
died,VBN
from,IN
a,DT
wave,NN
of,IN
extremely,RB
cold,JJ
weather,NN
gripping,VBG
the,DT
nation,NN
",",","
bringing,VBG
the,DT
death,NN
toll,NN
to,TO
43,CD
in,IN
the,DT
past,JJ
week,NN
.,.
Emergency,NN
medical,JJ
officials,NNS
say,VBP
the,DT
five,CD
victims,NNS
died,VBD
in,IN
Moscow,NNP
from,IN
exposure,NN
",",","
and,CC
another,DT
19,CD
people,NNS
are,VBP
hospitalized,VBN
with,IN
hypothermia,NN
.,.
Russia,NNP
's,POS
Itar-Tass,NNP
news,NN
agency,NN
quotes,VBZ
a,DT
medical,JJ
official,NN
as,IN
saying,VBG
some,DT
of,IN
the,DT
victims,NNS
were,VBD
intoxicated,JJ
or,CC
homeless,JJ
.,.
The,DT
unusually,RB
cold,JJ
weather,NN
is,VBZ
affecting,VBG
Russia,NNP
",",","
the,DT
Baltic,JJ
states,NNS
of,IN
Lithuania,NNP
",",","
Latvia,NNP
and,CC
Estonia,NNP
",",","
and,CC
is,VBZ
moving,VBG
into,IN
the,DT
Nordic,JJ
countries,NNS
.,.
The,DT
death,NN
toll,NN
is,VBZ
expected,VBN
to,TO
rise,VB
as,IN
temperatures,NNS
continue,VBP
to,TO
hover,VB
around,IN
minus,NN
30,CD
degrees,NNS
Celsius,NNP
or,CC
lower,JJR
overnight,JJ
.,.
Emergency,NN
power,NN
rationing,NN
has,VBZ
been,VBN
put,VBN
into,IN
effect,NN
around,IN
Moscow,NNP
.,.
Health,NN
officials,NNS
in,IN
Vietnam,NNP
say,VBP
a,DT
deadly,JJ
strain,NN
of,IN
the,DT
bird,NN
flu,NN
virus,NN
has,VBZ
killed,VBN
a,DT
second,JJ
Vietnamese,JJ
man,NN
this,DT
week,NN
",",","
raising,VBG
the,DT
country,NN
's,POS
death,NN
toll,NN
from,IN
the,DT
virus,NN
to,IN
50,CD
.,.
Officials,NNS
say,VBP
the,DT
27-year,JJ
old,JJ
man,NN
from,IN
Vietnam,NNP
's,POS
northern,JJ
Ninh,NNP
Binh,NNP
province,NN
died,VBD
late,JJ
Thursday,NNP
and,CC
tested,VBD
positive,JJ
for,IN
the,DT
H5N1,NNP
strain,NN
of,IN
bird,NN
flu,NN
.,.
Officials,NNS
say,VBP
the,DT
man,NN
fell,VBD
ill,RB
after,IN
slaughtering,VBG
two,CD
chickens,NNS
at,IN
his,PRP$
home,NN
.,.
He,PRP
is,VBZ
the,DT
third,JJ
person,NN
to,TO
die,VB
from,IN
avian,JJ
influenza,NN
in,IN
Vietnam,NNP
this,DT
year,NN
.,.
Not,RB
counting,VBG
the,DT
latest,JJS
death,NN
",",","
the,DT
World,NNP
Health,NNP
Organization,NNP
says,VBZ
227,CD
people,NNS
around,IN
the,DT
world,NN
have,VBP
died,VBN
from,IN
bird,NN
flu,NN
since,IN
2003,CD
.,.
Most,JJS
of,IN
the,DT
world,NN
's,POS
cases,NNS
",",","
103,CD
",",","
have,VBP
occurred,VBN
in,IN
Indonesia,NNP
.,.
Witnesses,NNS
in,IN
Somalia,NNP
say,VBP
insurgents,NNS
have,VBP
burned,VBN
and,CC
dragged,VBN
the,DT
bodies,NNS
of,IN
at,IN
least,JJS
two,CD
soldiers,NNS
through,IN
the,DT
streets,NNS
of,IN
Mogadishu,NNP
",",","
after,IN
a,DT
clash,NN
between,IN
militants,NNS
and,CC
Ethiopian,JJ
forces,NNS
killed,VBD
seven,CD
people,NNS
.,.
The,DT
violence,NN
erupted,VBD
Wednesday,NNP
after,IN
insurgents,NNS
attacked,VBD
Ethiopian,JJ
tanks,NNS
rolling,VBG
through,IN
an,DT
insurgent,JJ
stronghold,NN
near,IN
the,DT
headquarters,NN
of,IN
the,DT
former,JJ
Defense,NNP
Ministry,NNP
in,IN
southern,JJ
Mogadishu,NNP
.,.
Witnesses,NNS
say,VBP
the,DT
Ethiopian,JJ
troops,NNS
returned,VBD
heavy,JJ
fire,NN
and,CC
that,IN
several,JJ
people,NNS
were,VBD
wounded,VBN
in,IN
the,DT
fighting,NN
.,.
Ethiopia,NNP
deployed,VBD
soldiers,NNS
to,IN
Somalia,NNP
last,JJ
December,NNP
to,TO
help,VB
the,DT
interim,JJ
government,NN
push,VB
an,DT
Islamist,JJ
movement,NN
from,IN
power,NN
.,.
Somalia,NNP
's,POS
internationally-recognized,JJ
government,NN
has,VBZ
since,IN
been,VBN
struggling,VBG
to,TO
contain,VB
regular,JJ
outbursts,NNS
of,IN
violence,NN
by,IN
fighters,NNS
loyal,JJ
to,TO
the,DT
fallen,JJ
Islamist,NNP
movement,NN
.,.
The,DT
African,NNP
Union,NNP
has,VBZ
deployed,VBN
troops,NNS
to,TO
Somalia,NNP
to,TO
replace,VB
the,DT
Ethiopian,JJ
forces,NNS
",",","
which,WDT
Addis,NNP
Ababa,NNP
plans,VBZ
to,TO
withdraw,VB
.,.
Top,JJ
Palestinian,JJ
negotiator,NN
Ahmed,NNP
Qureia,NNP
says,VBZ
Israeli,JJ
and,CC
Palestinian,JJ
mediators,NNS
have,VBP
agreed,VBN
to,TO
prepare,VB
a,DT
document,NN
outlining,VBG
their,PRP$
progress,NN
toward,IN
a,DT
peace,NN
accord,NN
.,.
In,IN
remarks,NNS
to,TO
reporters,NNS
",",","
Qureia,NNP
said,VBD
the,DT
two,CD
sides,NNS
agreed,VBD
during,IN
recent,JJ
meetings,NNS
to,TO
begin,VB
writing,VBG
out,RP
their,PRP$
positions,NNS
on,IN
all,DT
issues,NNS
discussed,VBN
during,IN
peace,NN
negotiations,NNS
.,.
He,PRP
did,VBD
not,RB
elaborate,VB
on,IN
why,WRB
negotiators,NNS
had,VBD
come,VBN
to,TO
the,DT
decision,NN
.,.
Israeli,JJ
Prime,NNP
Minister,NNP
Ehud,NNP
Olmert,NNP
and,CC
Palestinian,JJ
President,NNP
Mahmoud,NNP
Abbas,NNP
resumed,VBD
U.S.-brokered,JJ
peace,NN
talks,NNS
last,JJ
November,NNP
",",","
but,CC
progress,NN
has,VBZ
been,VBN
slow,JJ
.,.
The,DT
two,CD
sides,NNS
have,VBP
expressed,VBN
hope,NN
at,IN
reaching,VBG
a,DT
peace,NN
deal,NN
before,IN
U.S.,NNP
President,NNP
George,NNP
Bush,NNP
leaves,VBZ
office,NN
early,RB
next,JJ
year,NN
.,.
But,CC
Qureia,NNP
said,VBD
Wednesday,NNP
that,IN
reaching,VBG
a,DT
peace,NN
agreement,NN
with,IN
Israel,NNP
before,IN
Mr.,NNP
Bush,NNP
leaves,VBZ
office,NN
will,MD
take,VB
a,DT
"""",``
miracle,NN
.,.
"""",``
He,PRP
told,VBD
reporters,NNS
in,IN
the,DT
West,NNP
Bank,NNP
that,IN
there,EX
is,VBZ
still,RB
room,NN
for,IN
progress,NN
in,IN
Israeli-Palestinian,JJ
negotiations,NNS
.,.
The,DT
Israeli,JJ
military,NN
says,VBZ
Major,NNP
General,NNP
Udi,NNP
Adam,NNP
-,IN
the,DT
head,NN
of,IN
the,DT
army,NN
's,POS
Northern,NNP
Command,NNP
-,:
has,VBZ
announced,VBN
his,PRP$
resignation,NN
.,.
A,DT
military,JJ
statement,NN
Wednesday,NNP
",",","
said,VBD
General,NNP
Adam,NNP
has,VBZ
asked,VBN
to,TO
leave,VB
his,PRP$
post,NN
"""",``
as,RB
soon,RB
as,IN
possible,JJ
",",","
"""",``
and,CC
the,DT
chief,NN
of,IN
staff,NN
has,VBZ
accepted,VBN
the,DT
request,NN
to,TO
begin,VB
the,DT
process,NN
of,IN
his,PRP$
replacement,NN
.,.
Adam,NNP
was,VBD
widely,RB
expected,VBN
to,TO
leave,VB
the,DT
army,NN
after,IN
he,PRP
was,VBD
pushed,VBN
aside,RB
near,IN
the,DT
end,NN
of,IN
the,DT
34-day,JJ
war,NN
against,IN
Hezbollah,NNP
guerrillas,NNS
in,IN
Lebanon,NNP
.,.
He,PRP
was,VBD
replaced,VBN
by,IN
another,DT
general,JJ
as,IN
"""",``
coordinator,NN
of,IN
operations,NNS
in,IN
Lebanon,NNP
.,.
"""",``
Israeli,JJ
media,NNS
say,VBP
Adam,NNP
had,VBD
several,JJ
disagreements,NNS
with,IN
the,DT
army,NN
chief,NN
",",","
Lieutenant,NNP
General,NNP
Dan,NNP
Halutz,NNP
",",","
over,IN
the,DT
conduct,NN
of,IN
the,DT
war,NN
.,.
A,DT
Washington-based,JJ
research,NN
institute,NN
says,VBZ
Pakistan,NNP
is,VBZ
building,VBG
a,DT
nuclear,JJ
reactor,NN
that,WDT
could,MD
produce,VB
enough,JJ
plutonium,NN
for,IN
40,CD
to,IN
50,CD
nuclear,JJ
weapons,NNS
a,DT
year,NN
.,.
The,DT
Institute,NNP
for,IN
Science,NNP
and,CC
International,NNP
Security,NNP
reports,VBZ
that,IN
satellite,NN
photos,NNS
show,VBP
a,DT
possible,JJ
construction,NN
site,NN
for,IN
a,DT
larger,JJR
nuclear,JJ
reactor,NN
near,IN
the,DT
small,JJ
one,CD
in,IN
the,DT
Khushab,NNP
district,NN
of,IN
Punjab,NNP
province,NN
.,.
The,DT
report,NN
says,VBZ
such,JJ
a,DT
reactor,NN
could,MD
produce,VB
over,IN
200,CD
kilograms,NNS
of,IN
weapons-grade,JJ
plutonium,NN
",",","
good,JJ
for,IN
40,CD
to,TO
50,CD
nuclear,JJ
weapons,NNS
a,DT
year,NN
.,.
According,VBG
to,TO
some,DT
media,NNS
reports,NNS
",",","
Pakistan,NNP
is,VBZ
now,RB
capable,JJ
of,IN
producing,VBG
plutonium,NN
for,IN
just,RB
two,CD
warheads,NNS
a,DT
year,NN
.,.
Pakistan,NNP
's,POS
Foreign,NNP
Ministry,NNP
spokeswoman,NN
Tasnim,NNP
Aslam,NNP
declined,VBD
to,TO
say,VB
whether,IN
a,DT
new,JJ
reactor,NN
is,VBZ
being,VBG
constructed,VBN
",",","
but,CC
she,PRP
said,VBD
the,DT
presence,NN
of,IN
a,DT
nuclear,JJ
weapons,NNS
program,NN
and,CC
facilities,NNS
at,IN
Khushab,NNP
are,VBP
well,RB
known,VBN
.,.
The,DT
American,NNP
Diabetes,NNP
Association,NNP
reports,VBZ
the,DT
disease,NN
is,VBZ
the,DT
leading,VBG
cause,NN
of,IN
new,JJ
cases,NNS
of,IN
blindness,NN
among,IN
adults,NNS
.,.
It,PRP
is,VBZ
the,DT
leading,VBG
cause,NN
of,IN
kidney,NN
failure,NN
.,.
The,DT
rate,NN
of,IN
amputation,NN
is,VBZ
10,CD
times,NNS
higher,JJR
among,IN
those,DT
who,WP
suffer,VBP
from,IN
the,DT
disease,NN
.,.
Experts,NNS
say,VBP
those,DT
who,WP
learn,VBP
how,WRB
to,TO
manage,VB
the,DT
disease,NN
early,RB
",",","
can,MD
live,VB
healthier,JJR
and,CC
more,JJR
normal,JJ
lives,NNS
.,.
VOA,NNP
's,POS
June,NNP
Soh,NNP
found,VBD
camps,NNS
that,WDT
provide,VBP
children,NNS
with,IN
this,DT
chronic,JJ
disease,NN
a,DT
positive,JJ
approach,NN
to,TO
living,VBG
with,IN
diabetes,NNS
while,IN
letting,VBG
them,PRP
just,RB
be,VB
kids,NNS
.,.
Amy,NNP
Katz,NNP
Narrates,VBZ
.,.
Cuba,NNP
and,CC
Panama,NNP
have,VBP
said,VBN
they,PRP
will,MD
restore,VB
consular,JJ
relations,NNS
",",","
months,NNS
after,IN
Havana,NNP
broke,VBD
ties,NNS
with,IN
Panama,NNP
City,NNP
for,IN
pardoning,VBG
four,CD
men,NNS
convicted,VBN
in,IN
connection,NN
with,IN
an,DT
assassination,NN
attempt,NN
against,IN
Cuban,JJ
President,NNP
Fidel,NNP
Castro,NNP
.,.
The,DT
countries,NNS
agreed,VBD
to,TO
reopen,VB
their,PRP$
consulates,NNS
",",","
following,VBG
a,DT
meeting,NN
Friday,NNP
between,IN
Panamanian,JJ
President,NNP
Martin,NNP
Torrijos,NNP
and,CC
Cuban,JJ
Vice,NNP
President,NNP
Carlos,NNP
Lage,NNP
.,.
The,DT
meeting,NN
took,VBD
place,NN
on,IN
the,DT
sidelines,NNS
of,IN
the,DT
Ibero-American,JJ
Summit,NNP
in,IN
San,NNP
Jose,NNP
",",","
Costa,NNP
Rica,NNP
",",","
where,WRB
heads,NNS
of,IN
state,NN
were,VBD
meeting,VBG
to,TO
discuss,VB
a,DT
candidate,NN
to,TO
head,VB
the,DT
Organization,NNP
of,IN
American,NNP
States,NNPS
and,CC
other,JJ
regional,JJ
issues,NNS
.,.
Cuba,NNP
severed,VBD
ties,NNS
with,IN
Panama,NNP
in,IN
August,NNP
",",","
hours,NNS
after,IN
Panamanian,JJ
President,NNP
Mireya,NNP
Moscoso,NNP
",",","
in,IN
her,PRP$
final,JJ
days,NNS
in,IN
office,NN
",",","
pardoned,VBD
the,DT
men,NNS
",",","
preventing,VBG
their,PRP$
extradition,NN
to,IN
Cuba,NNP
.,.
They,PRP
were,VBD
convicted,VBN
of,IN
plotting,VBG
to,TO
kill,VB
Mr.,NNP
Castro,NNP
during,IN
the,DT
2000,CD
Ibero-American,JJ
summit,NN
in,IN
Panama,NNP
City,NNP
.,.
The,DT
Israeli,JJ
army,NN
has,VBZ
killed,VBN
a,DT
Palestinian,JJ
youth,NN
in,IN
the,DT
northern,JJ
Gaza,NNP
Strip,NNP
and,CC
wounded,VBN
at,IN
least,JJS
three,CD
other,JJ
people,NNS
.,.
The,DT
army,NN
says,VBZ
it,PRP
targeted,VBD
a,DT
man,NN
who,WP
was,VBD
collecting,VBG
a,DT
rocket,NN
launcher,NN
from,IN
an,DT
area,NN
used,VBN
to,TO
fire,VB
rockets,NNS
at,IN
Israel,NNP
recently,RB
.,.
Palestinian,JJ
medical,JJ
sources,NNS
say,VBP
the,DT
Israeli,JJ
strike,NN
killed,VBD
a,DT
teenager,NN
.,.
The,DT
Israeli,JJ
military,NN
began,VBD
an,DT
offensive,NN
in,IN
Gaza,NNP
after,IN
militants,NNS
kidnapped,VBD
an,DT
Israeli,JJ
soldier,NN
in,IN
June,NNP
.,.
More,JJR
than,IN
200,CD
Palestinians,NNS
have,VBP
been,VBN
killed,VBN
in,IN
the,DT
offensive,NN
.,.
On,IN
Sunday,NNP
",",","
Palestinian,JJ
Prime,NNP
Minister,NNP
Ismail,NNP
Haniyeh,NNP
said,VBD
his,PRP$
Hamas-led,JJ
government,NN
will,MD
not,RB
recognize,VB
Israel,NNP
.,.
He,PRP
said,VBD
an,DT
Arab,JJ
peace,NN
plan,NN
for,IN
the,DT
region,NN
is,VBZ
problematic,JJ
because,IN
it,PRP
requires,VBZ
Palestinians,NNS
to,TO
recognize,VB
Israel,NNP
in,IN
exchange,NN
for,IN
an,DT
Israeli,JJ
pullout,NN
from,IN
Palestinian,JJ
territories,NNS
.,.
He,PRP
spoke,VBD
after,IN
a,DT
week,NN
of,IN
deadly,JJ
political,JJ
infighting,NN
between,IN
Hamas,NNP
and,CC
the,DT
rival,JJ
Fatah,NNP
party,NN
of,IN
President,NNP
Mahmoud,NNP
Abbas,NNP
.,.
U.S.,NNP
automaker,NN
Chrysler,NNP
has,VBZ
opened,VBN
a,DT
$,$
570,CD
million,CD
engine,NN
plant,NN
in,IN
northern,JJ
Mexico,NNP
.,.
During,IN
the,DT
ceremonial,JJ
startup,NN
of,IN
the,DT
Saltillo,NNP
plant,NN
Friday,NNP
",",","
Mexican,JJ
President,NNP
Felipe,NNP
Calderon,NNP
said,VBD
Chrysler,NNP
's,POS
sixth,JJ
plant,NN
in,IN
Mexico,NNP
will,MD
create,VB
700,CD
jobs,NNS
.,.
Mr.,NNP
Calderon,NNP
said,VBD
Mexico,NNP
has,VBZ
become,VBN
a,DT
worldwide,JJ
leader,NN
in,IN
the,DT
auto,NN
industry,NN
.,.
Chrysler,NNP
plans,VBZ
to,TO
build,VB
its,PRP$
new,JJ
fuel-efficient,JJ
Pentastar,NNP
V-6,NNP
engine,NN
for,IN
Chrysler,NNP
",",","
Dodge,NNP
",",","
Jeep,NNP
and,CC
Ram,NNP
vehicles,NNS
.,.
Mexican,JJ
officials,NNS
say,VBP
the,DT
new,JJ
plant,NN
will,MD
have,VB
the,DT
capacity,NN
to,TO
build,VB
"4,40,000",CD
engines,NNS
per,IN
year,NN
.,.
A,DT
U.S.,NNP
jury,NN
has,VBZ
found,VBN
that,IN
drug,NN
maker,NN
Merck,NNP
is,VBZ
not,RB
liable,JJ
for,IN
the,DT
heart,NN
attack,NN
suffered,VBN
by,IN
a,DT
man,NN
taking,VBG
its,PRP$
painkiller,NN
Vioxx,NNP
.,.
The,DT
New,NNP
Jersey,NNP
jurists,NNS
agreed,VBD
with,IN
Merck,NNP
that,IN
job,NN
stress,NN
and,CC
health,NN
risks,NNS
caused,VBD
the,DT
60-year,JJ
old,JJ
postal,JJ
worker,NN
to,TO
have,VB
a,DT
heart,NN
attack,NN
four,CD
years,NNS
ago,RB
.,.
The,DT
plaintiff,NN
argued,VBD
Vioxx,NNP
was,VBD
responsible,JJ
.,.
The,DT
jury,NN
also,RB
rejected,VBD
the,DT
man,NN
's,POS
claim,NN
that,IN
Merck,NNP
failed,VBD
to,TO
properly,RB
warn,VB
users,NNS
about,IN
the,DT
drug,NN
's,POS
risks,NNS
.,.
Merck,NNP
withdrew,VBD
the,DT
popular,JJ
drug,NN
last,JJ
year,NN
after,IN
a,DT
study,NN
showed,VBD
it,PRP
doubled,VBD
the,DT
risk,NN
of,IN
heart,NN
problems,NNS
in,IN
long-term,JJ
users,NNS
.,.
Merck,NNP
is,VBZ
facing,VBG
thousands,NNS
of,IN
other,JJ
lawsuits,NNS
over,IN
Vioxx,NNP
.,.
Thursday,NNP
's,POS
verdict,NN
is,VBZ
only,RB
the,DT
second,NN
in,IN
a,DT
Vioxx,NNP
case,NN
.,.
In,IN
the,DT
first,JJ
",",","
Merck,NNP
was,VBD
ordered,VBN
to,TO
pay,VB
millions,NNS
of,IN
dollars,NNS
to,TO
the,DT
widow,NN
of,IN
a,DT
Vioxx,NNP
user,NN
.,.
Merck,NNP
is,VBZ
appealing,VBG
that,DT
decision,NN
.,.
The,DT
rumors,NNS
are,VBP
1,JJ
:,IN
Nicole,NNP
Ritchie,NNP
is,VBZ
pregnant,JJ
.,.
Speaking,VBG
to,TO
ABC,NNP
News,NNP
interviewer,NN
Dianne,NNP
Sawyer,NNP
",",","
the,DT
25-year-old,JJ
co-star,NN
of,IN
TV,NN
's,POS
The,DT
Simple,NNP
Life,NNP
said,VBD
she,PRP
is,VBZ
almost,RB
four,CD
months,NNS
along,IN
in,IN
her,PRP$
pregnancy,NN
.,.
She,PRP
said,VBD
the,DT
father,NN
is,VBZ
her,PRP$
boyfriend,NN
",",","
Joel,NNP
Madden,NNP
of,IN
the,DT
rock,JJ
band,NN
Good,NNP
Charlotte,NNP
.,.
Ritchie,NNP
also,RB
spoke,VBD
about,IN
her,PRP$
guilty,JJ
plea,NN
last,JJ
week,NN
to,TO
driving,VBG
under,IN
the,DT
influence,NN
and,CC
the,DT
resulting,VBG
four-day,JJ
jail,NN
sentence,NN
.,.
"""",``
I,PRP
have,VBP
a,DT
responsibility,NN
and,CC
it,PRP
's,VBZ
something,DT
that,IN
I,PRP
did,VBD
wrong,JJ
",",","
and,CC
if,IN
I,PRP
could,MD
personally,RB
apologize,VB
to,TO
every,DT
single,JJ
person,NN
that,WDT
has,VBZ
lost,VBN
a,DT
loved,JJ
one,CD
from,IN
drunk,JJ
driving,NN
",",","
I,PRP
would,MD
",",","
"""",``
she,PRP
said,VBD
.,.
"""",``
And,CC
unfortunately,RB
I,PRP
ca,MD
n't,RB
",",","
but,CC
this,DT
is,VBZ
my,PRP$
way,NN
of,IN
paying,VBG
my,PRP$
dues,NNS
and,CC
taking,VBG
responsibility,NN
and,CC
being,VBG
an,DT
adult,NN
.,.
"""",``
The,DT
interview,NN
airs,VBZ
August,NNP
2,CD
and,CC
3,CD
on,IN
Good,NNP
Morning,NNP
America,NNP
",",","
and,CC
later,RB
August,NNP
3,CD
on,IN
20/20,NNP
.,.
U.S.,NNP
Senator,NNP
John,NNP
Warner,NNP
of,IN
the,DT
southeastern,JJ
state,NN
of,IN
Virginia,NNP
",",","
a,DT
prominent,JJ
Republican,JJ
figure,NN
in,IN
the,DT
debate,NN
over,IN
the,DT
war,NN
in,IN
Iraq,NNP
",",","
says,VBZ
he,PRP
will,MD
retire,VB
after,IN
finishing,VBG
his,PRP$
term,NN
in,IN
2009,CD
.,.
Warner,NNP
told,VBD
supporters,NNS
outside,IN
of,IN
the,DT
University,NNP
of,IN
Virginia,NNP
Friday,NNP
that,IN
he,PRP
will,MD
not,RB
seek,VB
a,DT
sixth,JJ
term,NN
in,IN
the,DT
2008,CD
elections,NNS
.,.
The,DT
former,JJ
chairman,NN
of,IN
the,DT
powerful,JJ
Senate,NNP
Armed,NNP
Services,NNP
Committee,NNP
has,VBZ
openly,RB
criticized,VBN
President,NNP
Bush,NNP
's,POS
handling,NN
of,IN
the,DT
war,NN
in,IN
Iraq,NNP
.,.
He,PRP
called,VBD
on,IN
Mr.,NNP
Bush,NNP
earlier,RBR
this,DT
month,NN
to,TO
begin,VB
withdrawing,VBG
some,DT
U.S.,NNP
troops,NNS
from,IN
Iraq,NNP
.,.
His,PRP$
retirement,NN
will,MD
leave,VB
open,JJ
what,WP
would,MD
have,VB
been,VBN
a,DT
relatively,RB
safe,JJ
seat,NN
for,IN
Republicans,NNS
in,IN
the,DT
fight,NN
for,IN
Senate,NNP
control,NN
in,IN
the,DT
elections,NNS
.,.
Democrats,NNS
will,MD
now,RB
have,VB
a,DT
better,JJR
chance,NN
to,TO
protect,VB
or,CC
expand,VB
their,PRP$
one-seat,JJ
majority,NN
in,IN
the,DT
Senate,NNP
.,.
When,WRB
he,PRP
leaves,VBZ
office,NN
",",","
the,DT
80-year-old,JJ
former,JJ
Navy,NNP
secretary,NN
will,MD
have,VB
served,VBN
30,CD
years,NNS
as,IN
a,DT
U.S.,NNP
senator,NN
.,.
The,DT
United,NNP
Nations,NNP
says,VBZ
December,NNP
's,POS
Indian,NNP
Ocean,NNP
tsunami,NN
caused,VBD
around,IN
$,$
520,CD
million,CD
in,IN
damage,NN
to,TO
fishing,NN
industries,NNS
in,IN
seven,CD
of,IN
the,DT
worst,RBS
hit,VBN
countries,NNS
.,.
The,DT
U.N.,NNP
's,POS
Food,NNP
and,CC
Agricultural,NNP
Organization,NNP
(,LRB
FAO,NNP
),RRB
said,VBD
the,DT
tsunami,NN
destroyed,VBD
or,CC
damaged,VBD
more,JJR
than,IN
"1,11,000",CD
fishing,NN
vessels,NNS
in,IN
the,DT
region,NN
.,.
It,PRP
said,VBD
the,DT
loss,NN
was,VBD
significant,JJ
in,IN
a,DT
region,NN
where,WRB
fishing,NN
provides,VBZ
a,DT
vital,JJ
source,NN
of,IN
food,NN
.,.
The,DT
FAO,NNP
's,POS
estimate,NN
includes,VBZ
damage,NN
to,TO
fishing,NN
industries,NNS
in,IN
Indonesia,NNP
",",","
Maldives,NNP
",",","
Somalia,NNP
",",","
Sri,NNP
Lanka,NNP
and,CC
Thailand,NNP
.,.
The,DT
agency,NN
says,VBZ
